OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
12707,125,Roma St app Transit Centre,Roma Street,Markerston Street,501813.9,6961913,-27.466326,153.018359,Brisbane City,2 - Intermediate,Y,Easy,Easy,Easy,2017-11-09T11:00:00+10:00,"{""coordinates"": [153.01836503561492, -27.46631344326788], ""type"": ""Point""}","-27.46631344326788, 153.01836503561492"
12708,130,Turbot Street off ramp - 130,Magistrates Lane,Roma Street,502167.2,6961721.3,-27.468056,153.021935,Brisbane City,3 - Regular with seat,Y,Easy,Easy,Easy,2023-04-26T12:00:00+10:00,"{""coordinates"": [153.02194103427928, -27.468043443551945], ""type"": ""Point""}","-27.468043443551945, 153.02194103427928"
12709,131,Wickham Tce @ Lilley St (Stop 131),Wickhan Terrace,Lilley Terrace,502071.8,6962254.4,-27.463244,153.020968,Spring Hill,2 - Intermediate,Y,Easy,Medium,Easy,2017-07-30T12:00:00+10:00,"{""coordinates"": [153.02097403514503, -27.463231443692226], ""type"": ""Point""}","-27.463231443692226, 153.02097403514503"
12710,132,Wickham Tce @ Gazebo (St 132),Wickham Terrace,Wickham Terrace,502084.9,6962116.9,-27.464485,153.021101,Spring Hill,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.02110703526017, -27.464472443695733], ""type"": ""Point""}","-27.464472443695733, 153.02110703526017"
12711,133,Wickham Tce @ Bne Private Hosp (St 133),Wickham Terrace,Brisbane Private Hospital,502219.7,6962026.3,-27.465303,153.022466,Spring Hill,2 - Intermediate,Y,Easy,Medium,Easy,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.022472035152, -27.465290443904838], ""type"": ""Point""}","-27.465290443904838, 153.022472035152"
12712,134,Wickham Tce @ Watkins Place (134),Wickham Terrace,Bartley Street,502308.2,6961998,-27.465558,153.023362,Spring Hill,3 - Regular with seat,Y,Easy,Hard,Easy,2022-05-19T12:00:00+10:00,"{""coordinates"": [153.02336803513242, -27.46554544396507], ""type"": ""Point""}","-27.46554544396507, 153.02336803513242"
12713,135,Upp Edward St f/s Wickham (St 135),Upper Edward Street,Wickham Terrace,502449,6962127.3,-27.46439,153.024786,Spring Hill,2 - Intermediate,Y,Easy,Medium,Easy,2018-01-10T11:00:00+10:00,"{""coordinates"": [153.02479203536214, -27.464377443890886], ""type"": ""Point""}","-27.464377443890886, 153.02479203536214"
12714,138,Roma Street app Ann St,Roma Street,Ann Street,502289.5,6961729.1,-27.467986,153.023173,Brisbane City,3 - Regular with seat,Y,Easy,Easy,Easy,2017-11-09T11:00:00+10:00,"{""coordinates"": [153.0231790348629, -27.46797344416152], ""type"": ""Point""}","-27.46797344416152, 153.0231790348629"
12715,139,George St app Queen St (Stop 116),Queen Street,Queen Street,502356.9,6961354.6,-27.471367,153.023856,Brisbane City,2 - Intermediate,N,Hard,Hard,Hard,,"{""coordinates"": [153.02386203457468, -27.47135444366271], ""type"": ""Point""}","-27.47135444366271, 153.02386203457468"
12716,140,Upp Edward St @ Wickham (St 140),Upper Edward Street,Wickham Terrace,502470.1,6962107.3,-27.464571,153.025,Spring Hill,2 - Intermediate,Y,Easy,Hard,Easy,2018-02-06T11:00:00+10:00,"{""coordinates"": [153.025006035272, -27.464558444069713], ""type"": ""Point""}","-27.464558444069713, 153.025006035272"
12717,141,Edward St app Ann St (Stop 141),Edward Street,Ann Street,502489.8,6961901.1,-27.466432,153.0252,Brisbane City,2 - Intermediate,Y,Easy,Hard,Easy,2017-09-26T12:00:00+10:00,"{""coordinates"": [153.02520603471356, -27.4664194443117], ""type"": ""Point""}","-27.4664194443117, 153.02520603471356"
12718,142,Edward St F/S Queen St (Stop 142),Edward Street,Elizabeth Street,502710.4,6961644.3,-27.46875,153.027433,Brisbane City,3 - Regular with seat,Y,Easy,Easy,Medium,2023-04-20T12:00:00+10:00,"{""coordinates"": [153.02743903387932, -27.468737444327047], ""type"": ""Point""}","-27.468737444327047, 153.02743903387932"
12719,143,Edward Street Stop 143,Edward Street,Elizabeth Street,502722.3,6961630.6,-27.468874,153.027554,Brisbane City,3 - Regular with seat,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.02756003371087, -27.46886144427439], ""type"": ""Point""}","-27.46886144427439, 153.02756003371087"
12720,144,Edward St f/s Elizabeth St (St 144),Edward Street,Elizabeth Street,502827.1,6961510.8,-27.469955,153.028615,Brisbane City,4 - Regular,Y,Easy,Easy,Medium,2017-09-27T12:00:00+10:00,"{""coordinates"": [153.0286210341697, -27.469942444106586], ""type"": ""Point""}","-27.469942444106586, 153.0286210341697"
12721,145,Edward St app Mary St (Stop 145),Edward Street,Mary Street,502864.3,6961467.5,-27.470346,153.028991,Brisbane City,4 - Regular,Y,Easy,Easy,Easy,2017-09-27T12:00:00+10:00,"{""coordinates"": [153.02899703331272, -27.470333444395713], ""type"": ""Point""}","-27.470333444395713, 153.02899703331272"
12722,146,Edward St app Margaret St (St 146),Edward Street,Margaret Street,503003.3,6961310.8,-27.47176,153.030399,Brisbane City,3 - Regular with seat,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.03040503329314, -27.47174744441545], ""type"": ""Point""}","-27.47174744441545, 153.03040503329314"
12723,148,Riverside Creek St (Stop 148),Creek Street,Queen Street,502848.2,6961803.4,-27.467314,153.028827,Brisbane City,4 - Regular,Y,Easy,Medium,Hard,,"{""coordinates"": [153.02883303379159, -27.467301444122416], ""type"": ""Point""}","-27.467301444122416, 153.02883303379159"
12724,149,Creek Street Stop 149,Creek Street,Adelaide Street,502781.6,6961880,-27.466622,153.028153,Brisbane City,4 - Regular,Y,Easy,Easy,Medium,2018-05-23T12:00:00+10:00,"{""coordinates"": [153.0281590342485, -27.46660944455305], ""type"": ""Point""}","-27.46660944455305, 153.0281590342485"
12725,152,Eagle St at Riverside Centre (St 152),Eagle Street,Eagle Lane,502963.5,6961780.7,-27.467518,153.029994,Brisbane City,4 - Regular,N,Medium,Easy,Medium,,"{""coordinates"": [153.03000003441034, -27.467505444370545], ""type"": ""Point""}","-27.467505444370545, 153.03000003441034"
12726,155,Eagle St app Charlotte St (Stop 155),Eagle Street,Charlotte Street,502973.1,6961618.4,-27.468983,153.030092,Brisbane City,2 - Intermediate,Y,Easy,Easy,Easy,2017-09-27T12:00:00+10:00,"{""coordinates"": [153.0300980337543, -27.468970444996824], ""type"": ""Point""}","-27.468970444996824, 153.0300980337543"
12727,156,Wharf St app Ann St (Stop 156),Wharf Street,Ann Street,502863.4,6962118.2,-27.464472,153.028981,Brisbane City,3 - Regular with seat,Y,Medium,Medium,Easy,,"{""coordinates"": [153.02898703398841, -27.464459444761378], ""type"": ""Point""}","-27.464459444761378, 153.02898703398841"
12728,157,Wickham Tce stand B (Stop 157),Wickham Terrace,Turbot Street,502754.8,6962139.7,-27.464278,153.027881,Spring Hill,3 - Regular with seat,N,Medium,Easy,Hard,,"{""coordinates"": [153.02788703438335, -27.464265444505074], ""type"": ""Point""}","-27.464265444505074, 153.02788703438335"
12729,158,Wickham Tce stand A (Stop 158),Wickham Terrace,Turbot Street,502751.8,6962124.2,-27.464418,153.027851,Spring Hill,2 - Intermediate,Y,Medium,Easy,Hard,,"{""coordinates"": [153.02785703448163, -27.4644054440302], ""type"": ""Point""}","-27.4644054440302, 153.02785703448163"
12730,159,Wickham Tce stand C (Stop 159),Wickham Terrace,Turbot Street,502771.7,6962144.5,-27.464235,153.028052,Spring Hill,4 - Regular,N,Medium,Easy,Hard,,"{""coordinates"": [153.02805803494672, -27.46422244414494], ""type"": ""Point""}","-27.46422244414494, 153.02805803494672"
12731,162,Wharf St F/S Ann St (Stop 162),Wharf Street,Turbot Street,502807.5,6962183.7,-27.463881,153.028415,Spring Hill,2 - Intermediate,Y,Easy,Easy,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02842103483258, -27.46386844424036], ""type"": ""Point""}","-27.46386844424036, 153.02842103483258"
12732,163,Wharf Street Stop 163,Wharf Street,St Pauls Terrace,502630,6962388.4,-27.462033,153.026618,Spring Hill,2 - Intermediate,Y,Easy,Hard,Hard,2016-04-21T12:00:00+10:00,"{""coordinates"": [153.02662403471098, -27.46202044468948], ""type"": ""Point""}","-27.46202044468948, 153.02662403471098"
12733,164,Leichhardt St - The Ridge (Stop 164),Leichhardt Street,Henry Street,502546.6,6962329.4,-27.462566,153.025774,Spring Hill,3 - Regular with seat,Y,Easy,Easy,Hard,2023-04-04T12:00:00+10:00,"{""coordinates"": [153.02578003498405, -27.462553443966257], ""type"": ""Point""}","-27.462553443966257, 153.02578003498405"
12734,165,Leichhardt St - The Ridge (Stop 165),Leichardt Street,Henry Street,502529.1,6962339.7,-27.462473,153.025597,Spring Hill,3 - Regular with seat,Y,Easy,Easy,Easy,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02560303544115, -27.46246044396681], ""type"": ""Point""}","-27.46246044396681, 153.02560303544115"
12735,166,Wharf St app Turbot St (Stop 166),Wharf Street,Turbot Street,502765.1,6962255.4,-27.463233,153.027985,Spring Hill,2 - Intermediate,Y,Easy,Hard,Medium,2017-03-31T12:00:00+10:00,"{""coordinates"": [153.02799103510463, -27.46322044474609], ""type"": ""Point""}","-27.46322044474609, 153.02799103510463"
12736,167,Wharf St fs Astor Terrace,Wharf Street,Carrol Street,502699.7,6962308.4,-27.462755,153.027323,Spring Hill,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.02732903466952, -27.462742444321655], ""type"": ""Point""}","-27.462742444321655, 153.02732903466952"
12737,168,Wharf St F/S Adelaide St,Wharf Street,Rich La,502950.6,6962041.1,-27.465168,153.029863,Brisbane City,3 - Regular with seat,Y,Easy,Hard,Medium,2017-09-26T12:00:00+10:00,"{""coordinates"": [153.02986903405736, -27.46515544427064], ""type"": ""Point""}","-27.46515544427064, 153.02986903405736"
12738,169,Mary St Stop 169,Mary Street,Albert Street,502612.5,6961193.4,-27.472822,153.026443,Brisbane City,4 - Regular,Y,Easy,Easy,Easy,2016-01-24T11:00:00+10:00,"{""coordinates"": [153.02644903368216, -27.472809444252153], ""type"": ""Point""}","-27.472809444252153, 153.02644903368216"
12739,172,St Andrews,Boundary Street,Bradley Street,502026.7,6962577,-27.460331,153.020511,Spring Hill,2 - Intermediate,Y,Easy,Medium,Medium,2018-07-27T12:00:00+10:00,"{""coordinates"": [153.02051703559985, -27.460318443392808], ""type"": ""Point""}","-27.460318443392808, 153.02051703559985"
12740,178,Leichhardt Street,Little Edward Street,Leichardt Street,502382.7,6962353.2,-27.462351,153.024115,Spring Hill,3 - Regular with seat,Y,Easy,Medium,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02412103573866, -27.462338443913893], ""type"": ""Point""}","-27.462338443913893, 153.02412103573866"
12741,185,Fortescue Street Spring Hill,Fortescue Street,Boundary Street,502322.6,6962562.2,-27.460465,153.023506,Spring Hill,4 - Regular,Y,Easy,Easy,Medium,2017-04-24T12:00:00+10:00,"{""coordinates"": [153.0235120355949, -27.460452444347187], ""type"": ""Point""}","-27.460452444347187, 153.0235120355949"
12742,186,Water St Spring Hill,Water Street,Laisby Drive,502459.8,6962619.9,-27.459943,153.024895,Spring Hill,4 - Regular,Y,Easy,Hard,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02490103511457, -27.459930444240936], ""type"": ""Point""}","-27.459930444240936, 153.02490103511457"
12743,201,Brunswick St @ Alfred St (Stop 201),Brunswick Street,Alfred Street,503184.3,6963034.9,-27.456195,153.032226,Fortitude Valley,3 - Regular with seat,N,Easy,Hard,Medium,,"{""coordinates"": [153.03223203470014, -27.45618244466306], ""type"": ""Point""}","-27.45618244466306, 153.03223203470014"
12744,202,Brunswick St @ Wickham St (St 202),Brunswick Street,Wickham Street,503318.7,6962916.6,-27.457263,153.033586,Fortitude Valley,3 - Regular with seat,Y,Easy,Easy,Easy,2017-03-14T11:00:00+10:00,"{""coordinates"": [153.033592035081, -27.457250445380556], ""type"": ""Point""}","-27.457250445380556, 153.033592035081"
12745,203,Warner St fs Wickham (St 203),Warner Street,Wickham Street,503477.9,6962907.7,-27.457342,153.035197,Fortitude Valley,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [153.0352030345611, -27.457329445491578], ""type"": ""Point""}","-27.457329445491578, 153.0352030345611"
12746,204,Warner St mid-block (Stop 204),Warner Street,Ann Street,503461.5,6962921.9,-27.457215,153.035031,Fortitude Valley,2 - Intermediate,Y,Easy,Easy,Easy,2017-03-10T11:00:00+10:00,"{""coordinates"": [153.03503703466043, -27.457202445233744], ""type"": ""Point""}","-27.457202445233744, 153.03503703466043"
12747,205,Warner St app Ann St (Stop 205),Warner Street,Ann Street,503495.7,6962891.9,-27.457485,153.035378,Fortitude Valley,1 - Premium,Y,Easy,Medium,Easy,2015-08-17T12:00:00+10:00,"{""coordinates"": [153.035384034293, -27.4574724447829], ""type"": ""Point""}","-27.4574724447829, 153.035384034293"
12748,206,Ballow St app Ann St (Stop 206),Ballow Street,Ann Street,503570.9,6962937.5,-27.457074,153.036139,Fortitude Valley,2 - Intermediate,Y,Easy,Medium,Hard,2024-09-02T12:00:00+10:00,"{""coordinates"": [153.0361450345899, -27.457061445488275], ""type"": ""Point""}","-27.457061445488275, 153.0361450345899"
12749,207,Brunswick St @ McLachlan (207),Brunswick Street,McLachlan Street,503500.4,6962755.4,-27.458718,153.035426,Fortitude Valley,3 - Regular with seat,Y,Easy,Medium,Easy,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.03543203444562, -27.458705444861565], ""type"": ""Point""}","-27.458705444861565, 153.03543203444562"
12750,210,Brunswick St @ Ann St (Stop 210),Brunswick Street,Mclachlan Street,503491.5,6962744.6,-27.458815,153.035336,Fortitude Valley,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.0353420345032, -27.458802444716106], ""type"": ""Point""}","-27.458802444716106, 153.0353420345032"
12751,211,Brunswick St f/s Wickham (St 211),Brunswick Street,Alfred Street,503272.5,6962938.7,-27.457063,153.033119,Fortitude Valley,3 - Regular with seat,Y,Medium,Easy,Easy,2017-03-14T11:00:00+10:00,"{""coordinates"": [153.03312503529528, -27.457050445092968], ""type"": ""Point""}","-27.457050445092968, 153.03312503529528"
12752,212,Brunswick St @ Alfred St (Stop 212),Brunswick Street,Alfred Street,503214.7,6962989.9,-27.456601,153.032534,Fortitude Valley,3 - Regular with seat,Y,Easy,Easy,Medium,2017-11-01T11:00:00+10:00,"{""coordinates"": [153.03254003533678, -27.45658844469751], ""type"": ""Point""}","-27.45658844469751, 153.03254003533678"
12753,216,Valley Island (Ann St) (Stop 216),Ann Street,Gipps Street,503353.4,6962670.7,-27.459482,153.033938,Fortitude Valley,2 - Intermediate,Y,Medium,Medium,Medium,,"{""coordinates"": [153.0339440342501, -27.45946944520087], ""type"": ""Point""}","-27.45946944520087, 153.0339440342501"
12754,217,Valley Island (Ann St) (Stop 217),Ann Street,Gotha Street,503262.9,6962571.6,-27.460377,153.033022,Fortitude Valley,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [153.03302803502615, -27.460364444970182], ""type"": ""Point""}","-27.460364444970182, 153.03302803502615"
12755,218,Ann St - Stop 218,Ann Street,Kemp Place,503290.4,6962578.7,-27.460313,153.033301,Fortitude Valley,2 - Intermediate,Y,Easy,Medium,Medium,2018-02-06T11:00:00+10:00,"{""coordinates"": [153.03330703476698, -27.460300444978373], ""type"": ""Point""}","-27.460300444978373, 153.03330703476698"
12756,219,Ann St - Stop 219,Ann Street,Kemp Place,503271.8,6962557.8,-27.460502,153.033113,Fortitude Valley,2 - Intermediate,Y,Easy,Easy,Medium,2018-02-06T11:00:00+10:00,"{""coordinates"": [153.03311903464402, -27.460489444939025], ""type"": ""Point""}","-27.460489444939025, 153.03311903464402"
12757,220,Ann St - Stop 220,Ann Street,Dodge Lane,503181.1,6962454.8,-27.461433,153.032196,Fortitude Valley,2 - Intermediate,Y,Easy,Medium,Easy,2023-04-18T12:00:00+10:00,"{""coordinates"": [153.03220203490625, -27.461420444861403], ""type"": ""Point""}","-27.461420444861403, 153.03220203490625"
12758,225,Wickham St app Little St,Wickham Street,Little Street,503162.8,6962717.1,-27.459064,153.032009,Fortitude Valley,3 - Regular with seat,Y,Easy,Easy,Easy,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.03201503435196, -27.459051444703114], ""type"": ""Point""}","-27.459051444703114, 153.03201503435196"
12759,226,Wickham St app Gotha St (Stop 226),Wickham Street,Gotha Street,503135.2,6962612.8,-27.460006,153.031731,Fortitude Valley,2 - Intermediate,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.03173703514292, -27.459993444896078], ""type"": ""Point""}","-27.459993444896078, 153.03173703514292"
12760,227,Wickham St f/s Gotha St (Stop 227),Wickham Street,Little Street,503141.2,6962691.5,-27.459296,153.03179,Fortitude Valley,3 - Regular with seat,Y,Easy,Easy,Medium,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.03179603511708, -27.459283444988568], ""type"": ""Point""}","-27.459283444988568, 153.03179603511708"
12761,228,Wickham St f/s Brunswick (St 228),Wickham Street,Brunswick Street,503347.1,6962930.2,-27.45714,153.033874,Fortitude Valley,3 - Regular with seat,Y,Easy,Easy,Medium,2023-04-06T12:00:00+10:00,"{""coordinates"": [153.03388003497722, -27.457127444937147], ""type"": ""Point""}","-27.457127444937147, 153.03388003497722"
12762,229,Wickham St @ Warner St (St 229),Wickham Street,Warner Street,503385.4,6962972.8,-27.456755,153.034261,Fortitude Valley,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.03426703438885, -27.456742444927325], ""type"": ""Point""}","-27.456742444927325, 153.03426703438885"
12763,231,Gotha St - 231,Gotha Street,Wickham Street,503117.8,6962670.5,-27.459485,153.031554,Fortitude Valley,2 - Intermediate,Y,Easy,Medium,Hard,2016-01-21T11:00:00+10:00,"{""coordinates"": [153.03156003435316, -27.45947244478719], ""type"": ""Point""}","-27.45947244478719, 153.03156003435316"
12764,232,Fortitude Valley - 232,St Pauls Terrace,Amelia Street,503199.9,6963157.5,-27.455088,153.032383,Fortitude Valley,2 - Intermediate,Y,Easy,Easy,Easy,2016-06-01T12:00:00+10:00,"{""coordinates"": [153.03238903493195, -27.455075444576266], ""type"": ""Point""}","-27.455075444576266, 153.03238903493195"
12765,235,Union Street - 235,St Pauls Terrace,Boundary Street,502692,6962551.3,-27.460562,153.027245,Spring Hill,2 - Intermediate,Y,Easy,Easy,Hard,2017-11-03T11:00:00+10:00,"{""coordinates"": [153.02725103484352, -27.460549444712594], ""type"": ""Point""}","-27.460549444712594, 153.02725103484352"
12766,236,Gotha/St Pauls (Stop 236),Gotha Street,Agnes Street,502957.7,6962809.5,-27.458231,153.029934,Fortitude Valley,3 - Regular with seat,Y,Easy,Medium,Easy,2022-06-02T12:00:00+10:00,"{""coordinates"": [153.02994003503193, -27.45821844420069], ""type"": ""Point""}","-27.45821844420069, 153.02994003503193"
